PlayerID,Age,Gender,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Cluster,ClusterName
20229,34,Male,Sports,8.39514856034015,18,26,44,25,2,Light Player
20230,49,Male,Action,11.618909343934458,2,50,48,7,2,Light Player
20231,40,Male,Strategy,12.674412922563178,2,91,11,12,0,High-Time Casual
20232,26,Male,Action,1.521413534788902,18,136,8,27,2,Light Player
20233,44,Female,Strategy,19.92569673241734,7,130,61,7,0,High-Time Casual
20234,42,Male,Sports,9.280224445413076,15,19,37,34,2,Light Player
20235,41,Male,Strategy,10.761914518102344,19,90,69,7,1,Veteran Player
20236,33,Female,Sports,22.907545967766005,13,71,63,4,0,High-Time Casual
20237,19,Female,Simulation,17.06387526790639,6,52,91,6,1,Veteran Player
20238,19,Male,RPG,16.88181989208457,8,148,2,5,0,High-Time Casual
20239,41,Male,Simulation,13.415378732425758,0,179,36,29,0,High-Time Casual
20240,42,Female,Simulation,22.90238762287472,16,20,48,12,0,High-Time Casual
20241,40,Female,Strategy,23.72042018103288,9,123,6,29,0,High-Time Casual
20242,41,Female,Sports,8.448070129267904,14,150,50,18,2,Light Player
20243,35,Female,Strategy,14.17681750065426,11,164,92,37,1,Veteran Player
20244,15,Female,Sports,0.4168996811920813,7,130,26,15,2,Light Player
20245,42,Male,Strategy,18.533607298511583,9,72,47,3,0,High-Time Casual
20246,29,Female,Action,21.01076162506665,10,61,92,38,1,Veteran Player
20247,31,Female,Simulation,13.475058598606148,12,20,60,15,1,Veteran Player
20248,40,Male,Sports,4.099966319450625,14,165,95,21,1,Veteran Player
20249,34,Female,RPG,9.886859388842527,0,162,79,19,1,Veteran Player
20250,39,Female,Action,15.229054955561176,14,110,62,11,1,Veteran Player
20251,27,Male,Action,20.90843738188209,17,116,14,41,0,High-Time Casual
20252,47,Male,RPG,15.122668226675229,4,69,97,28,1,Veteran Player
20253,39,Male,Strategy,17.440104691106914,5,168,44,45,0,High-Time Casual
20254,22,Female,Strategy,12.181560002381108,8,122,22,41,0,High-Time Casual
20255,19,Female,Strategy,12.607013980666531,13,129,59,44,1,Veteran Player
20256,20,Male,Strategy,5.013410776813141,7,178,44,27,2,Light Player
20257,37,Male,Sports,10.756073600747085,6,167,46,6,2,Light Player
20258,44,Male,Action,11.10237163447434,14,142,53,25,1,Veteran Player
20259,28,Male,RPG,1.343886925870784,19,71,33,26,2,Light Player
20260,37,Male,RPG,20.08232556545248,13,36,15,35,0,High-Time Casual
20261,25,Male,Sports,14.935637207355132,17,141,45,46,0,High-Time Casual
20262,45,Male,RPG,1.5875771166332182,11,128,76,37,1,Veteran Player
20263,20,Male,Action,21.88511846866917,10,170,4,21,0,High-Time Casual
20264,25,Female,Strategy,14.11992158485651,4,107,35,19,0,High-Time Casual
20265,27,Female,Sports,9.605180471048014,0,171,15,31,2,Light Player
20266,26,Male,Strategy,4.022605843380929,1,109,27,31,2,Light Player
20267,16,Male,Simulation,7.340509670413667,16,37,83,12,1,Veteran Player
20268,49,Female,Action,10.124932522676463,18,95,3,22,2,Light Player
20269,31,Female,Strategy,14.414411620440006,9,34,15,3,0,High-Time Casual
20270,42,Male,Sports,22.145305600167333,12,171,95,10,1,Veteran Player
20271,42,Male,Action,0.4137469596194947,1,30,72,7,2,Light Player
20272,36,Male,Action,8.131909304230508,9,179,93,43,1,Veteran Player
20273,21,Male,Strategy,6.513682573505622,5,123,22,39,2,Light Player
20274,29,Male,Simulation,19.552093914402267,18,13,28,32,0,High-Time Casual
20275,46,Male,Action,10.631434466194824,17,10,41,39,2,Light Player
20276,25,Female,Action,16.203160247064492,8,149,5,33,0,High-Time Casual
20277,38,Male,RPG,15.989071202475609,15,114,16,41,0,High-Time Casual
20278,17,Female,Sports,0.9932009668219132,15,40,49,24,2,Light Player
20279,44,Male,Strategy,7.344781083686416,1,172,56,1,2,Light Player
20280,20,Male,Simulation,21.744586139751444,16,121,14,40,0,High-Time Casual
20281,16,Female,Strategy,17.63808330760087,17,117,50,38,0,High-Time Casual
20282,28,Female,RPG,21.946826292457278,5,99,90,28,1,Veteran Player
20283,32,Male,Action,14.238696453144517,10,96,4,38,0,High-Time Casual
20284,45,Male,Action,15.9496948068922,10,170,29,27,0,High-Time Casual
20285,27,Male,RPG,22.48405214061964,16,162,16,8,0,High-Time Casual
20286,40,Male,Strategy,19.54891747611492,0,163,92,28,1,Veteran Player
20287,26,Male,Action,7.455490712450115,5,11,88,29,1,Veteran Player
20288,32,Male,Action,14.449240833038813,1,30,68,31,1,Veteran Player
20289,23,Male,Simulation,1.1563049156101215,0,179,26,45,2,Light Player
20290,35,Male,RPG,21.58715568913471,14,31,70,3,0,High-Time Casual
20291,38,Female,Sports,21.17020983584261,3,21,1,13,0,High-Time Casual
20292,48,Male,Action,6.375439213960194,2,16,20,30,2,Light Player
20293,22,Male,Simulation,5.784400127192121,12,177,71,25,1,Veteran Player
20294,47,Female,Sports,16.342966738016365,15,93,25,23,0,High-Time Casual
20295,37,Female,Sports,0.0266259856853645,16,140,13,30,2,Light Player
20296,27,Male,Action,9.817356081858742,7,158,73,15,1,Veteran Player
20297,28,Male,Sports,7.169097339675784,7,127,18,7,2,Light Player
20298,28,Female,Sports,1.4789602968052664,11,18,73,35,1,Veteran Player
20299,30,Female,Strategy,7.233651572126399,7,65,29,45,2,Light Player
20300,40,Male,Action,8.025890509865395,4,119,19,9,2,Light Player
20301,40,Female,Action,19.73588691228555,1,105,91,14,1,Veteran Player
20302,15,Female,Strategy,19.55017722116404,10,76,74,3,1,Veteran Player
20303,46,Male,RPG,20.854320728889164,11,17,6,39,0,High-Time Casual
20304,29,Male,RPG,2.9344796512998803,15,127,96,26,1,Veteran Player
20305,35,Female,Simulation,4.668025821580178,2,15,30,40,2,Light Player
20306,32,Male,Action,3.8760937070279526,16,83,78,39,1,Veteran Player
20307,44,Male,Sports,14.665804360232576,4,121,59,37,1,Veteran Player
20308,27,Male,Action,6.61763563898752,14,29,15,40,2,Light Player
20309,38,Male,Sports,19.423769695426227,7,98,28,16,0,High-Time Casual
20310,44,Male,Action,22.609688227660747,2,53,39,23,0,High-Time Casual
20311,16,Female,RPG,0.5066293861134374,9,44,19,26,2,Light Player
20312,33,Female,Simulation,11.216459377179522,5,78,61,46,1,Veteran Player
20313,39,Male,RPG,23.401716075667025,1,15,3,2,0,High-Time Casual
20314,28,Male,Sports,13.35560858366822,5,56,50,48,0,High-Time Casual
20315,20,Female,Simulation,19.048678664054247,9,101,16,38,0,High-Time Casual
20316,26,Male,Action,12.86307522867477,15,126,82,30,1,Veteran Player
20317,34,Female,RPG,17.873442172300006,3,65,15,14,0,High-Time Casual
20318,37,Female,Sports,3.85687957438783,16,73,5,28,2,Light Player
20319,44,Female,Sports,16.012860358260593,2,122,9,44,0,High-Time Casual
20320,44,Male,RPG,19.457237832187666,12,92,42,23,0,High-Time Casual
20321,44,Male,RPG,17.593719930246927,3,169,65,30,1,Veteran Player
20322,44,Male,Sports,7.465674513942255,14,98,20,2,2,Light Player
20323,48,Male,Action,8.01712241150137,7,159,80,18,1,Veteran Player
20324,30,Female,RPG,23.42593051313793,9,35,81,9,1,Veteran Player
20325,38,Female,Sports,22.14655064635263,4,66,20,23,0,High-Time Casual
20326,28,Female,RPG,12.41082330612183,2,64,27,5,0,High-Time Casual
20327,40,Male,Action,16.642384758046163,7,61,47,38,0,High-Time Casual
20328,22,Female,Simulation,19.457343152708628,8,152,18,41,0,High-Time Casual
20329,28,Male,Simulation,14.120128623922302,18,98,10,18,0,High-Time Casual
20330,45,Female,Strategy,1.7842481109851684,2,51,30,23,2,Light Player
20331,16,Male,RPG,11.4115967688475,15,96,16,17,2,Light Player
20332,18,Male,Action,20.265661784510755,12,84,17,6,0,High-Time Casual
20333,15,Female,Strategy,7.79608407077177,2,156,28,24,2,Light Player
20334,34,Female,RPG,12.061993269279972,1,92,49,23,0,High-Time Casual
20335,28,Female,Sports,4.929396179338378,18,88,12,36,2,Light Player
20336,39,Male,Sports,19.76756061378001,9,71,2,5,0,High-Time Casual
20337,39,Female,Simulation,4.845547873518564,16,63,13,7,2,Light Player
20338,17,Female,RPG,17.81012376182528,8,158,17,31,0,High-Time Casual
20339,19,Female,RPG,15.338735551766494,2,35,15,37,0,High-Time Casual
20340,40,Male,Action,22.450603589179824,13,149,40,28,0,High-Time Casual
20341,18,Female,Strategy,14.166061080882589,15,137,78,13,1,Veteran Player
20342,21,Male,Strategy,16.655422664417703,12,64,55,29,0,High-Time Casual
20343,44,Male,Strategy,23.84747117848941,19,50,93,37,1,Veteran Player
20344,44,Male,Simulation,7.857617764537945,11,15,12,35,2,Light Player
20345,33,Female,RPG,5.782252245264036,13,81,87,47,1,Veteran Player
20346,49,Male,Action,8.281077074943461,17,51,84,23,1,Veteran Player
20347,47,Male,Sports,16.628410413714853,12,139,10,2,0,High-Time Casual
20348,47,Female,Strategy,11.393709176245943,12,168,21,47,2,Light Player
20349,28,Male,Sports,14.971669936043964,11,50,61,14,1,Veteran Player
20350,24,Male,Strategy,23.280895965014103,6,146,53,31,0,High-Time Casual
20351,42,Female,Strategy,12.921603901443223,17,37,37,31,0,High-Time Casual
20352,28,Male,Simulation,15.92320603195962,3,161,2,16,0,High-Time Casual
20353,30,Male,Simulation,3.832570848533938,7,133,53,39,2,Light Player
20354,35,Male,Action,7.780799195812884,18,61,83,47,1,Veteran Player
20355,42,Male,Sports,19.46453546115939,15,12,58,10,0,High-Time Casual
20356,47,Male,Action,0.0408948448070596,8,138,6,9,2,Light Player
20357,20,Female,Sports,14.656884655400797,14,172,94,44,1,Veteran Player
20358,29,Female,Sports,18.313789783445568,5,161,45,29,0,High-Time Casual
20359,17,Male,RPG,7.874339726802304,10,84,89,37,1,Veteran Player
20360,49,Male,Simulation,7.112401301638911,8,46,4,36,2,Light Player
20361,28,Male,Simulation,5.122116468641471,8,99,95,26,1,Veteran Player
20362,16,Male,Sports,18.24987028958047,6,140,42,3,0,High-Time Casual
20363,43,Female,RPG,23.58659706562236,18,94,47,24,0,High-Time Casual
20364,18,Male,Sports,16.894655113121807,5,61,73,31,1,Veteran Player
20365,40,Female,RPG,18.563088784217054,12,134,73,3,1,Veteran Player
20366,26,Female,RPG,7.589708875588284,18,156,20,2,2,Light Player
20367,16,Female,RPG,16.971875003997255,15,140,53,27,0,High-Time Casual
20368,31,Male,Sports,15.001572185058372,9,131,83,3,1,Veteran Player
20369,49,Male,Action,3.4207177430321325,15,160,6,21,2,Light Player
20370,24,Male,Simulation,15.763802122286616,0,154,51,6,0,High-Time Casual
20371,36,Female,Action,22.42543778999301,1,133,5,43,0,High-Time Casual
20372,35,Male,Action,12.022733797826463,8,31,71,3,1,Veteran Player
20373,29,Male,RPG,20.951359659612333,6,53,14,26,0,High-Time Casual
20374,49,Female,Sports,21.577620273775388,2,65,87,3,1,Veteran Player
20375,35,Male,RPG,1.910940329678203,3,84,18,47,2,Light Player
20376,35,Male,Sports,19.988801538289664,3,76,78,11,1,Veteran Player
20377,35,Male,Simulation,12.782653838367242,13,20,59,49,1,Veteran Player
20378,46,Male,Strategy,15.438414403177829,17,37,39,10,0,High-Time Casual
20379,19,Female,Simulation,2.7640229666288008,9,91,49,7,2,Light Player
20380,23,Male,RPG,2.905352903137101,9,133,95,35,1,Veteran Player
20381,32,Male,Simulation,17.26870437035188,4,108,94,2,1,Veteran Player
20382,35,Female,RPG,19.883932599597426,19,174,85,21,1,Veteran Player
20383,22,Male,Sports,23.5682522249716,3,70,90,41,1,Veteran Player
20384,48,Male,Strategy,22.24290391271184,4,35,63,10,0,High-Time Casual
20385,24,Male,RPG,19.50727698837295,15,37,23,0,0,High-Time Casual
20386,38,Female,RPG,23.299111137543857,5,14,9,37,0,High-Time Casual
20387,38,Female,Simulation,17.030558105577807,12,153,96,39,1,Veteran Player
20388,46,Male,Action,23.85306907535998,9,74,11,45,0,High-Time Casual
20389,47,Male,Action,8.974110385242103,11,125,44,1,2,Light Player
20390,48,Female,RPG,1.264406233409982,2,144,77,2,1,Veteran Player
20391,25,Male,Action,17.35602747786582,10,130,84,36,1,Veteran Player
20392,45,Male,Simulation,5.5684000664723925,6,103,68,11,1,Veteran Player
20393,32,Female,Action,8.930852868323925,19,62,67,45,1,Veteran Player
20394,37,Female,Strategy,6.680748744798743,1,22,2,31,2,Light Player
20395,36,Female,RPG,0.1757998861186536,16,66,30,36,2,Light Player
20396,32,Female,Simulation,12.093783021929331,1,62,18,34,0,High-Time Casual
20397,34,Female,RPG,1.9496768402631428,14,125,57,14,2,Light Player
20398,27,Female,Sports,5.331374823376305,15,30,29,39,2,Light Player
20399,15,Male,Simulation,9.76402635543682,16,179,22,33,2,Light Player
20400,18,Male,Action,12.24050335958104,8,103,57,40,1,Veteran Player
20401,38,Female,RPG,17.94178297838473,13,143,1,40,0,High-Time Casual
20402,16,Male,Simulation,5.034932741463128,0,46,53,47,2,Light Player
20403,42,Female,Sports,11.694457747148936,8,178,12,20,2,Light Player
20404,40,Female,Simulation,16.29311257028258,19,57,40,12,0,High-Time Casual
20405,37,Male,Simulation,14.746791177460702,1,17,62,8,1,Veteran Player
20406,29,Male,Sports,3.8516268490725647,1,137,72,2,1,Veteran Player
20407,41,Male,Strategy,19.878452442434494,18,136,46,26,0,High-Time Casual
20408,20,Male,Strategy,0.4468972200999692,4,30,46,41,2,Light Player
20409,49,Female,Strategy,10.51967806243831,1,114,29,24,2,Light Player
20410,49,Male,Action,7.120730154737673,12,62,28,2,2,Light Player
20411,24,Female,RPG,2.396124492267039,17,104,42,1,2,Light Player
20412,44,Male,Action,18.252360370769885,6,90,99,6,1,Veteran Player
20413,43,Female,Action,20.83814642728126,1,58,23,17,0,High-Time Casual
20414,18,Male,Sports,12.840148973929876,9,35,75,34,1,Veteran Player
20415,19,Male,Action,13.641320348044845,16,177,68,9,1,Veteran Player
20416,18,Male,RPG,13.403364303513513,11,90,91,41,1,Veteran Player
20417,30,Male,Simulation,8.52402201687909,2,56,44,30,2,Light Player
20418,39,Female,Sports,12.49779983088444,15,55,90,1,1,Veteran Player
20419,28,Female,Strategy,13.26833593232336,16,37,48,15,0,High-Time Casual
20420,25,Male,Action,23.94597398125177,1,46,56,26,0,High-Time Casual
20421,43,Male,Sports,8.022649184035785,14,138,86,44,1,Veteran Player
20422,48,Female,Action,18.807877099826623,6,101,96,35,1,Veteran Player
20423,36,Female,RPG,6.645360663023523,13,71,16,23,2,Light Player
20424,28,Male,Strategy,7.213970462048182,17,11,73,17,1,Veteran Player
20425,38,Male,Simulation,0.9590674262927488,3,121,44,29,2,Light Player
20426,40,Male,Simulation,3.5141655972373917,15,161,54,32,2,Light Player
20427,30,Male,Strategy,9.71823851657985,1,139,80,33,1,Veteran Player
20428,46,Male,Simulation,19.427822965094304,0,12,34,9,0,High-Time Casual
20429,20,Male,Strategy,12.7728578843704,5,131,2,41,0,High-Time Casual
20430,48,Male,RPG,10.554318327443507,3,31,55,12,1,Veteran Player
20431,22,Male,RPG,20.09031101261207,12,44,49,3,0,High-Time Casual
20432,44,Male,Simulation,17.934557993546548,11,95,89,42,1,Veteran Player
20433,41,Male,Sports,9.970408755690585,12,10,12,39,2,Light Player
20434,21,Male,Action,23.738512894778346,19,48,36,26,0,High-Time Casual
20435,41,Male,Simulation,19.13614079880633,14,27,51,14,0,High-Time Casual
20436,39,Male,Simulation,9.830047187108736,13,105,8,46,2,Light Player
20437,29,Male,Action,19.505430182590537,10,34,4,4,0,High-Time Casual
20438,39,Female,RPG,13.56003610353499,1,47,81,19,1,Veteran Player
20439,36,Male,Simulation,1.417185824690038,12,115,53,42,2,Light Player
20440,32,Female,Strategy,17.273708546707674,0,25,86,0,1,Veteran Player
20441,26,Male,Action,9.54621775658871,14,83,82,13,1,Veteran Player
20442,37,Male,Action,17.394243936652213,12,68,67,44,1,Veteran Player
20443,39,Female,Sports,11.300463700010354,10,75,4,26,2,Light Player
20444,24,Male,RPG,6.865816434495849,5,135,33,7,2,Light Player
20445,44,Male,RPG,7.084051499789705,13,46,53,14,2,Light Player
20446,24,Male,Simulation,4.234134189334202,11,20,92,14,1,Veteran Player
20447,48,Male,Action,21.41507822267485,17,146,14,39,0,High-Time Casual
20448,27,Male,Strategy,22.882448253265466,16,92,2,5,0,High-Time Casual
20449,43,Female,RPG,16.81955858214837,15,37,34,40,0,High-Time Casual
20450,23,Male,Strategy,1.8140393495987848,12,41,61,15,2,Light Player
20451,27,Female,Sports,11.718831086168878,13,75,60,21,1,Veteran Player
20452,28,Male,Sports,1.8070560622429437,1,94,33,19,2,Light Player
20453,23,Male,Strategy,7.498125793787922,5,38,99,46,1,Veteran Player
20454,22,Female,Strategy,0.9151569275041398,17,92,68,7,2,Light Player
20455,17,Male,Simulation,23.89131271387753,6,95,67,46,0,High-Time Casual
20456,47,Female,Action,10.260093167221791,17,159,80,45,1,Veteran Player
20457,46,Male,Action,6.609794061397612,16,161,54,30,2,Light Player
20458,21,Male,Sports,1.9425725154265088,1,92,4,29,2,Light Player
20459,33,Male,RPG,3.4503193595379305,3,80,1,3,2,Light Player
20460,48,Male,RPG,5.49288471190885,13,78,93,47,1,Veteran Player
20461,28,Male,Simulation,10.664278158999224,18,24,34,49,2,Light Player
20462,33,Male,RPG,3.3026825022348465,17,57,79,48,1,Veteran Player
20463,40,Male,Sports,2.24435815090406,2,90,3,8,2,Light Player
20464,31,Male,Sports,16.269494528882646,7,14,32,12,0,High-Time Casual
20465,42,Male,Action,14.239162754926893,11,98,51,18,0,High-Time Casual
20466,33,Female,Simulation,4.395034257509413,18,28,86,38,1,Veteran Player
20467,41,Male,Sports,12.222000492341843,4,87,9,22,2,Light Player
20468,33,Female,Action,5.67668834879894,9,85,63,15,1,Veteran Player
20469,47,Male,Simulation,2.0447501741269525,11,37,30,0,2,Light Player
20470,21,Male,Simulation,17.19925633914921,11,150,30,24,0,High-Time Casual
20471,43,Male,Strategy,12.626698100454467,15,26,24,22,0,High-Time Casual
20472,19,Female,RPG,14.48826263333289,0,14,32,39,0,High-Time Casual
20473,44,Female,RPG,3.6166394334095537,8,108,83,4,1,Veteran Player
20474,22,Male,Action,18.033046779489297,9,62,94,13,1,Veteran Player
20475,26,Male,RPG,18.447828225017005,2,159,34,48,0,High-Time Casual
20476,27,Male,RPG,11.983742594355869,9,113,21,30,2,Light Player
20477,40,Female,Sports,20.803131676971763,16,148,54,2,0,High-Time Casual
20478,32,Male,Action,23.8068370245925,2,91,51,23,0,High-Time Casual
20479,34,Female,Action,10.50946255208982,7,64,1,15,2,Light Player
20480,30,Female,RPG,16.67444373784976,7,91,13,28,0,High-Time Casual
20481,17,Female,RPG,0.5088203568938159,3,174,90,39,1,Veteran Player
20482,41,Male,RPG,1.652034085395628,1,47,75,35,1,Veteran Player
20483,29,Female,Simulation,12.051238024635918,16,153,43,45,2,Light Player
20484,48,Male,Action,4.135365835070452,4,51,1,22,2,Light Player
20485,36,Male,Simulation,0.5564620550916626,2,151,41,49,2,Light Player
20486,37,Male,RPG,1.5092337117403103,16,132,12,20,2,Light Player
20487,18,Female,RPG,2.511315433643847,18,158,43,39,2,Light Player
20488,37,Male,Action,22.298405927723984,5,63,55,2,0,High-Time Casual
20489,23,Female,Sports,16.212908368077365,15,103,63,14,1,Veteran Player
20490,38,Female,Sports,18.931559100635347,6,162,42,44,0,High-Time Casual
20491,35,Female,Action,4.081920020588089,7,157,77,45,1,Veteran Player
20492,30,Male,Action,7.814106682957924,1,108,52,8,2,Light Player
20493,39,Female,Simulation,2.7102384755847515,12,11,63,46,2,Light Player
20494,40,Male,Sports,20.83651529888369,14,152,54,15,0,High-Time Casual
20495,23,Female,Strategy,10.7013932801432,12,128,23,7,2,Light Player
20496,29,Male,Simulation,21.248276859308252,10,72,56,19,0,High-Time Casual
20497,47,Female,Strategy,15.496053119170677,19,71,16,33,0,High-Time Casual
20498,15,Male,Strategy,21.966569553021078,4,34,51,43,0,High-Time Casual
20499,19,Female,Action,16.879005140803983,3,179,89,0,1,Veteran Player
20500,23,Male,Sports,13.100521274497844,13,15,16,2,0,High-Time Casual
20501,20,Female,Sports,0.2367081731349367,12,70,36,44,2,Light Player
20502,42,Male,RPG,7.609727798886427,13,95,79,8,1,Veteran Player
20503,40,Female,Simulation,14.965300409283085,13,159,97,4,1,Veteran Player
20504,42,Male,Simulation,23.896600101723955,10,165,98,37,1,Veteran Player
20505,29,Female,Action,12.374848163796246,15,50,5,6,2,Light Player
20506,20,Male,Sports,15.872753831857166,7,41,82,21,1,Veteran Player
20507,41,Male,Action,22.41886113521377,17,137,23,2,0,High-Time Casual
20508,18,Female,Simulation,2.7878896744678068,9,68,94,20,1,Veteran Player
20509,25,Female,RPG,12.809504242687098,5,70,85,45,1,Veteran Player
20510,35,Female,Action,18.886506721455945,19,166,76,40,1,Veteran Player
20511,44,Female,Action,9.162530911133478,9,121,1,27,2,Light Player
20512,32,Male,Simulation,14.123572485783953,18,63,11,43,0,High-Time Casual
20513,49,Male,Sports,16.948535313283415,6,30,6,30,0,High-Time Casual
20514,17,Male,Simulation,18.3579867104511,7,116,18,22,0,High-Time Casual
20515,26,Male,RPG,6.3429620059844645,2,48,88,5,1,Veteran Player
20516,41,Male,Sports,4.896780456621681,3,104,57,10,2,Light Player
20517,44,Female,RPG,22.099737523934785,13,99,48,47,0,High-Time Casual
20518,35,Male,Simulation,0.5552381089795055,14,31,51,26,2,Light Player
20519,35,Male,Sports,19.306772073150142,6,116,94,5,1,Veteran Player
20520,29,Male,Simulation,5.316211815376399,5,21,85,41,1,Veteran Player
20521,32,Male,Action,18.32380234036356,7,119,78,16,1,Veteran Player
20522,43,Male,Action,12.87270290826935,18,179,57,41,1,Veteran Player
20523,35,Male,Sports,11.997495248110232,15,123,66,33,1,Veteran Player
20524,31,Female,Sports,8.27341849344681,5,155,98,43,1,Veteran Player
20525,32,Male,RPG,22.172249893014545,4,37,1,28,0,High-Time Casual
20526,26,Female,Simulation,4.339899529959533,13,137,17,1,2,Light Player
20527,25,Male,RPG,1.2847919913358012,5,31,3,21,2,Light Player
20528,34,Male,Simulation,13.270067826196945,15,61,28,31,0,High-Time Casual
20529,23,Male,Strategy,2.49984905071541,14,80,34,21,2,Light Player
20530,15,Female,RPG,13.850042201550082,7,158,48,6,0,High-Time Casual
20531,17,Female,Sports,12.514098134958852,10,20,61,38,1,Veteran Player
20532,35,Male,Action,16.07815373410954,7,18,30,24,0,High-Time Casual
20533,37,Male,Simulation,20.81437278023091,14,20,16,24,0,High-Time Casual
20534,23,Male,RPG,8.568228488220248,19,140,45,30,2,Light Player
20535,33,Male,Simulation,14.189021309767831,16,108,79,46,1,Veteran Player
20536,33,Female,RPG,12.08545553816943,16,109,44,46,0,High-Time Casual
20537,37,Male,Sports,4.26829886259332,8,101,56,39,2,Light Player
20538,41,Male,Strategy,9.317036156441738,8,115,99,36,1,Veteran Player
20539,41,Female,RPG,12.31661441832781,17,40,6,46,0,High-Time Casual
20540,26,Male,Simulation,1.9722171453784103,10,161,67,5,2,Light Player
20541,41,Female,RPG,5.038551422478758,9,132,6,18,2,Light Player
20542,48,Female,RPG,10.839566433753964,13,113,22,36,2,Light Player
20543,47,Male,Simulation,15.08781914116636,11,99,42,8,0,High-Time Casual
20544,42,Male,RPG,14.932932526143516,2,109,68,10,1,Veteran Player
20545,45,Male,Action,5.641477187042119,1,97,21,47,2,Light Player
20546,46,Female,Strategy,22.9467131376463,5,169,61,3,0,High-Time Casual
20547,34,Female,Sports,6.453406152116978,18,132,15,39,2,Light Player
20548,49,Male,Strategy,11.17162184155141,0,67,43,38,0,High-Time Casual
20549,45,Female,RPG,12.91730158867043,12,74,37,37,0,High-Time Casual
20550,45,Female,RPG,8.572238860027184,16,155,29,45,2,Light Player
20551,36,Male,Strategy,13.115028694809157,2,80,73,27,1,Veteran Player
20552,23,Male,Strategy,9.070125614512111,1,61,33,41,2,Light Player
20553,23,Female,Simulation,12.264793362139237,3,144,78,6,1,Veteran Player
20554,29,Male,Simulation,14.18659399146942,3,118,2,17,0,High-Time Casual
20555,27,Female,Sports,2.7676455841359395,16,21,55,0,2,Light Player
20556,36,Female,Strategy,17.03645276974345,5,11,88,12,1,Veteran Player
20557,30,Male,Action,17.85295838983961,16,114,88,28,1,Veteran Player
20558,46,Female,Strategy,1.9786738527269223,16,49,70,31,1,Veteran Player
20559,16,Male,Strategy,1.1243640792429366,7,16,63,46,2,Light Player
20560,40,Female,Strategy,17.997048776133173,16,65,92,31,1,Veteran Player
20561,28,Male,RPG,22.843975123893053,4,125,12,23,0,High-Time Casual
20562,48,Female,Strategy,9.290849819310258,3,170,78,18,1,Veteran Player
20563,22,Female,Strategy,21.470400337729007,4,135,68,1,0,High-Time Casual
20564,35,Male,RPG,20.50705511526676,15,83,7,3,0,High-Time Casual
20565,42,Male,Sports,4.858802117402406,14,83,2,34,2,Light Player
20566,20,Male,RPG,14.288961396159548,16,100,70,2,1,Veteran Player
20567,34,Male,Sports,0.4004856259236007,13,144,41,0,2,Light Player
20568,45,Male,Action,21.1578258779896,4,130,64,15,0,High-Time Casual
20569,47,Female,Action,12.503625309263253,13,72,89,21,1,Veteran Player
20570,21,Female,RPG,23.01165010661218,0,21,1,45,0,High-Time Casual
20571,22,Male,Simulation,8.331365513170677,18,174,56,48,1,Veteran Player
20572,23,Female,Simulation,0.5569536560834969,17,145,95,30,1,Veteran Player
20573,16,Male,Sports,6.880756803513787,17,14,29,5,2,Light Player
20574,31,Female,Sports,8.03558557595213,13,171,52,32,2,Light Player
20575,31,Male,Action,11.81889057310478,19,115,18,10,2,Light Player
20576,49,Male,Action,3.714760695424612,7,34,90,40,1,Veteran Player
20577,44,Male,Simulation,16.24477995455296,18,14,93,22,1,Veteran Player
20578,20,Female,Action,1.8101454268826087,5,113,36,13,2,Light Player
20579,18,Male,RPG,5.574494558766856,5,51,54,33,2,Light Player
20580,49,Male,RPG,0.1292569054219416,18,137,49,0,2,Light Player
20581,23,Male,Action,12.952732341453132,5,152,35,20,0,High-Time Casual
20582,20,Male,Sports,5.158801551228215,4,91,60,32,2,Light Player
20583,27,Male,Strategy,14.398798719635463,0,66,83,4,1,Veteran Player
20584,36,Female,RPG,13.540015575707873,8,56,67,0,1,Veteran Player
20585,42,Male,RPG,18.84749925451204,18,135,89,49,1,Veteran Player
20586,44,Male,Action,16.741910927187398,19,97,96,3,1,Veteran Player
20587,16,Male,Simulation,1.1612517017885835,19,161,44,18,2,Light Player
20588,22,Male,RPG,12.433289543262362,2,23,56,35,1,Veteran Player
20589,23,Male,Sports,20.66970512591632,4,150,12,12,0,High-Time Casual
20590,15,Male,Simulation,1.592262163624948,11,75,56,3,2,Light Player
20591,27,Male,Strategy,22.84120947542281,18,23,39,49,0,High-Time Casual
20592,29,Male,Sports,23.80645460804556,0,133,8,12,0,High-Time Casual
20593,46,Male,Action,10.153876982208503,10,108,23,48,2,Light Player
20594,48,Male,Simulation,7.564737280869163,2,119,88,22,1,Veteran Player
20595,45,Male,RPG,20.28333776947578,19,90,21,28,0,High-Time Casual
20596,28,Female,Sports,20.82511987896911,18,110,14,32,0,High-Time Casual
20597,28,Female,RPG,19.76879242809385,6,74,84,32,1,Veteran Player
20598,43,Male,Action,19.45420069623809,5,42,58,41,0,High-Time Casual
20599,33,Male,Sports,16.337822184514312,18,88,57,20,0,High-Time Casual
20600,41,Male,Action,0.8187093828391614,9,137,36,17,2,Light Player
20601,23,Female,Sports,13.854727759245767,2,111,42,7,0,High-Time Casual
20602,42,Male,Sports,6.695688030303743,16,82,20,49,2,Light Player
20603,38,Male,RPG,14.29482540685872,7,84,91,1,1,Veteran Player
20604,42,Male,RPG,7.24235691048249,0,41,88,31,1,Veteran Player
